Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,Dropped
Mushibugyou,7.35,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen",TV,26,"Apr 8, 2013 to Sep 30, 2013",Spring 2013,"TV Tokyo, Dentsu, Avex Pictures",Unknown,Seven Arcs Pictures,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2138.0,1763,73702,177,5398,36803,4271
Diabolik Lovers,5.3,"Harem, School, Shoujo, Vampire",TV,12,"Sep 16, 2013 to Dec 9, 2013",Fall 2013,"Frontier Works, Idea Factory, Showgate",Sentai Filmworks,Zexcs,Visual novel,15 min. per ep.,R - 17+ (violence & profanity),10136.0,590,247790,1920,10319,177270,23384
Ookami Shounen Ken,6.51,"Adventure, Kids",TV,86,"Nov 25, 1963 to Aug 16, 1965",Fall 1963,TV Asahi,Unknown,Toei Animation,Unknown,24 min. per ep.,G - All Ages,11358.0,12490,432,1,27,113,77
Non Non Biyori,7.95,"Comedy, School, Seinen, Slice of Life",TV,12,"Oct 8, 2013 to Dec 24, 2013",Fall 2013,"TV Tokyo, Lantis, Media Factory, Kadokawa Shoten, AT-X, Sony Music Communications",Sentai Filmworks,SILVER LINK.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,601.0,481,295922,4637,18611,150764,8129
Uchuu Kyoudai: Itten no Hikari,6.6,"Comedy, Sci-Fi, Seinen, Slice of Life",Movie,1,"Jul 21, 2012",Unknown,Digital Media Lab,Unknown,A-1 Pictures,Unknown,38 min.,PG-13 - Teens 13 or older,5403.0,6706,4619,2,129,2013,81
Non-tan to Issho,6.51,Kids,TV,263,"Oct 5, 1992 to Mar 18, 1994",Fall 1992,Unknown,Unknown,Studio Pierrot,Picture book,5 min. per ep.,PG - Children,11211.0,13822,272,0,12,117,67
Poka Poka Mori no Rascal,6.51,Kids,TV,52,"Apr 1, 2006 to Mar 24, 2007",Spring 2006,Unknown,Unknown,Nippon Animation,Unknown,5 min. per ep.,G - All Ages,11553.0,13895,264,1,12,83,52
Souya Monogatari,6.51,"Adventure, Drama, Historical",TV,21,"Feb 7, 1984 to Jun 26, 1984",Winter 1984,Kokusai Eigasha,Unknown,Unknown,Unknown,25 min. per ep.,Unknown,12219.0,13184,333,0,18,73,53
Futago no Monchhichi,6.51,"Comedy, Kids",TV,130,"Feb 4, 1980 to Aug 1, 1980",Winter 1980,Ashi Production,Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,14019.0,14298,238,1,12,75,67
Omakase Scrappers,6.51,"Adventure, Comedy, Sci-Fi",TV,39,"Apr 7, 1994 to Jan 5, 1995",Spring 1994,ACC Production,Unknown,JCF,Unknown,25 min. per ep.,PG - Children,11324.0,14215,243,3,18,71,49
Genei wo Kakeru Taiyou,6.42,Magic,TV,13,"Jul 6, 2013 to Sep 28, 2013",Summer 2013,"Aniplex, Nihon Ad Systems, Bushiroad, Good Smile Company, Asahi Broadcasting",Aniplex of America,AIC,Original,24 min. per ep.,R - 17+ (violence & profanity),6314.0,2316,47877,115,2936,21477,4770
Dohyou no Oni-tachi,6.51,"Drama, Historical, Sports",Movie,1,"May 21, 1994",Unknown,Unknown,Unknown,Studio Deen,Unknown,1 hr. 35 min.,Unknown,13818.0,14516,223,0,9,69,42
Harisu no Kaze,6.51,"Comedy, School",TV,70,"May 5, 1966 to Aug 31, 1967",Spring 1966,P Productions,Unknown,Unknown,Unknown,25 min. per ep.,Unknown,14299.0,12888,369,1,16,86,65
Kunimatsu-sama no Otoridai,6.51,"Comedy, School, Sports",TV,46,"Oct 6, 1971 to Sep 25, 1972",Fall 1971,Mushi Production,Unknown,Unknown,Unknown,22 min. per ep.,Unknown,15214.0,13220,329,0,19,77,79
Animal 1,6.51,Sports,TV,27,"Apr 1, 1968 to Sep 30, 1968",Spring 1968,Mushi Production,Unknown,Unknown,Unknown,22 min. per ep.,PG-13 - Teens 13 or older,13253.0,12500,429,1,22,113,86
Kyubi no Kitsune to Tobimaru (Sesshoseki),6.51,"Demons, Fantasy",Movie,1,"Oct 19, 1968",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 21 min.,Unknown,15246.0,12999,349,1,15,75,49
Otogi no Sekai Ryokou,6.51,Adventure,Movie,1,"Aug 25, 1962",Unknown,Otogi Production,Unknown,Unknown,Unknown,1 hr. 16 min.,G - All Ages,11416.0,14468,225,0,11,43,60
Buki yo Saraba,6.93,"Action, Drama, Sci-Fi",Movie,1,"Jul 20, 2013",Unknown,Unknown,Sentai Filmworks,Sunrise,Unknown,25 min.,R - 17+ (violence & profanity),3898.0,5117,8992,8,199,4689,61
Gambo,6.59,"Action, Demons, Historical",Movie,1,"Jul 20, 2013",Unknown,Unknown,Sentai Filmworks,Sunrise,Original,12 min.,R - 17+ (violence & profanity),5424.0,5615,7151,2,137,4403,48
Zettai Bouei Leviathan,6.31,"Fantasy, Magic, Comedy",TV,13,"Apr 6, 2013 to Jul 6, 2013",Spring 2013,"TV Tokyo, ZERO-A, GREE",Sentai Filmworks,Gonzo,Game,20 min. per ep.,PG-13 - Teens 13 or older,6860.0,3265,25216,37,1636,12106,2873
Bemubemu Hunter Kotengu Tenmaru,6.51,"Adventure, Fantasy",TV,19,"May 26, 1983 to Oct 27, 1983",Spring 1983,Unknown,Unknown,Toei Animation,Unknown,25 min. per ep.,Unknown,13417.0,13326,314,1,14,92,61
Chironup no Kitsune,6.38,Drama,Movie,1,"Aug 15, 1987",Unknown,Group TAC,Unknown,Unknown,Novel,1 hr. 12 min.,G - All Ages,6509.0,11087,764,5,23,269,42
Toriko Movie: Bishokushin no Special Menu,7.13,"Action, Adventure, Fantasy, Shounen",Movie,1,"Jul 27, 2013",Unknown,"Yomiko Advertising, Toei Video, Bandai, Nippon Columbia, Happinet Pictures, Bandai Namco Games, Shueisha",Discotek Media,Toei Animation,Unknown,1 hr. 21 min.,PG-13 - Teens 13 or older,3095.0,6227,5520,4,135,3507,97
Danchi Tomoo,6.51,"Comedy, Seinen",TV,78,"Apr 6, 2013 to Feb 7, 2015",Spring 2013,"NHK, Shogakukan Music & Digital Entertainment",Unknown,Unknown,Manga,24 min. per ep.,G - All Ages,13746.0,10897,819,1,51,103,138
DD Hokuto no Ken (2013),6.51,"Parody, Seinen",TV,13,"Apr 3, 2013 to Jun 26, 2013",Spring 2013,"TV Tokyo, Ajia-Do, North Stars Pictures",Sentai Filmworks,Unknown,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5857.0,7627,3253,6,167,1477,266
Glass no Kamen Desu ga,5.56,"Comedy, Parody",TV,3,"Apr 7, 2013 to Apr 21, 2013",Spring 2013,Unknown,Unknown,DLE,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,9535.0,10013,1220,1,60,351,121
Mahoutsukai Sally (Movie),5.86,"Comedy, Magic, Shoujo",Movie,1,"Mar 10, 1990",Unknown,Unknown,Unknown,Toei Animation,Unknown,25 min.,G - All Ages,8661.0,11798,576,1,18,301,44
Rennyo Monogatari,6.51,"Drama, Historical",Movie,1,"Apr 25, 1998",Unknown,Unknown,Unknown,Toei Animation,Unknown,1 hr. 26 min.,Unknown,11688.0,12982,359,0,19,53,38
Haitai Nanafa 2nd Season,5.98,"Comedy, Supernatural",TV,13,"Apr 6, 2013 to Jun 29, 2013",Spring 2013,Ryukyu Asahi Broadcasting,Unknown,Passione,Original,3 min. per ep.,G - All Ages,8297.0,7591,3304,1,171,1485,115
Grisaia no Kajitsu,7.55,"Drama, Harem, Psychological, Romance, School",TV,13,"Oct 5, 2014 to Dec 28, 2014",Fall 2014,"Frontier Works, AT-X, Bushiroad, NBCUniversal Entertainment Japan",Sentai Filmworks,8bit,Visual novel,23 min. per ep.,R+ - Mild Nudity,1428.0,284,453783,3723,21475,310342,14700
Ketsuekigata-kun!,6.59,Comedy,TV,12,"Apr 7, 2013 to Jun 23, 2013",Spring 2013,Earth Star Entertainment,Unknown,"feel., Assez Finaud Fabric",Web manga,2 min. per ep.,PG-13 - Teens 13 or older,5453.0,5000,9507,16,567,5473,704
Dibetagurashi: Ahiru no Seikatsu,5.87,"Comedy, Slice of Life",TV,39,"Apr 7, 2013 to Mar 30, 2014",Spring 2013,Unknown,Unknown,Unknown,Unknown,3 min. per ep.,G - All Ages,8630.0,10878,833,1,90,133,165
Kimi no Iru Machi,6.94,"Slice of Life, Drama, Romance, Shounen",TV,12,"Jul 13, 2013 to Sep 28, 2013",Summer 2013,"TV Tokyo, ZERO-A",Nozomi Entertainment,Gonzo,Manga,20 min. per ep.,R+ - Mild Nudity,3846.0,1195,123213,525,6241,66188,5276
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.27,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,12,"Jan 4, 2014 to Mar 23, 2014",Winter 2014,"Lantis, Magic Capsule","Discotek Media, Crunchyroll",Project No.9,Manga,23 min. per ep.,R+ - Mild Nudity,7010.0,1083,136125,157,7462,82423,8226
Stella Jogakuin Koutou-ka C³-bu,6.54,"Military, School, Sports",TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Pony Canyon, TBS, RAY",Sentai Filmworks,Gainax,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5705.0,2286,49175,75,3146,23303,4370
Daitoshokan no Hitsujikai,6.93,"Harem, Romance, School",TV,12,"Oct 9, 2014 to Dec 25, 2014",Fall 2014,"Hobibox, Brave Hearts, DMM.com Labo, TIS",Funimation,"Hoods Entertainment, Felix Film",Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,3901.0,1347,105260,194,6977,58388,4925
Inu to Hasami wa Tsukaiyou,6.58,"Comedy, Supernatural",TV,12,"Jul 2, 2013 to Sep 17, 2013",Summer 2013,"Avex Entertainment, DLE, Enterbrain, Studio Mausu, Xing",Sentai Filmworks,Gonzo,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5481.0,1246,115924,232,6772,71345,9377
Sparrow's Hotel,5.47,Comedy,TV,12,"Apr 9, 2013 to Jun 25, 2013",Spring 2013,"DAX Production, Dream Creation",Unknown,Hotline,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,9773.0,5114,9019,9,400,5766,844
Pokemon Best Wishes! Season 2: Decolora Adventure,6.3,"Action, Adventure, Comedy, Kids, Fantasy",TV,20,"Apr 25, 2013 to Sep 26, 2013",Spring 2013,TV Tokyo,The Pokemon Company International,OLM,Game,22 min. per ep.,PG - Children,6863.0,3009,29381,25,480,23313,607
Cheonbangjichuk Hani,6.51,"Sports, Comedy, School, Drama",TV,13,1988 to 1989,Unknown,KBS,Unknown,Daewon Media,Unknown,20 min. per ep.,Unknown,13571.0,13183,329,0,10,151,60
Golden Time,7.78,"Comedy, Drama, Romance",TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Genco, Starchild Records",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,855.0,138,688649,9875,39602,442612,30567
Uchouten Kazoku,7.88,"Slice of Life, Comedy, Demons, Drama, Fantasy",TV,13,"Jul 7, 2013 to Sep 29, 2013",Summer 2013,"Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Magic Capsule, Good Smile Company","NIS America, Inc.",P.A. Works,Novel,24 min. per ep.,PG-13 - Teens 13 or older,702.0,1074,137249,1349,7967,54812,5279
Danball Senki Wars,7.08,"Action, Kids, Mecha",TV,37,"Apr 3, 2013 to Dec 25, 2013",Spring 2013,Unknown,Unknown,OLM,Game,20 min. per ep.,G - All Ages,3279.0,7331,3680,35,269,1885,258
Houkago no Pleiades (TV),6.72,"Magic, Space",TV,12,"Apr 9, 2015 to Jun 25, 2015",Spring 2015,"Dentsu, Warner Bros. Japan, KlockWorx, Showgate, BS Fuji, Lawson HMV Entertainment, Dentsu Razorfish, SUBARU",Sentai Filmworks,Gainax,Original,23 min. per ep.,PG-13 - Teens 13 or older,4798.0,2919,30955,101,1915,12763,3309
Mahou Shoujo Lyrical Nanoha: Reflection,7.45,"Action, Drama, Magic, Sci-Fi",Movie,1,"Jul 22, 2017",Unknown,Shochiku,Unknown,Seven Arcs Pictures,Original,1 hr. 51 min.,PG-13 - Teens 13 or older,1749.0,4682,11286,34,253,4154,94
Tetsuwan Atom: Atom Tanjou no Himitsu,6.11,"Drama, Mecha, Sci-Fi",Movie,1,"Apr 6, 2003",Unknown,Tezuka Productions,Unknown,Unknown,Unknown,20 min.,G - All Ages,7744.0,10794,859,0,24,383,59
Tetsuwan Atom: Chikyuu Saigo no Hi,5.84,"Mecha, Sci-Fi",Movie,1,"Jul 20, 2001",Unknown,Tezuka Productions,Unknown,Unknown,Unknown,16 min.,G - All Ages,8728.0,11181,740,0,22,291,70
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",6.09,"Mecha, Sci-Fi",Movie,1,"Feb 7, 2004",Unknown,Tezuka Productions,Unknown,Unknown,Unknown,20 min.,G - All Ages,7862.0,10896,829,0,28,347,64
Tetsuwan Atom: Ao Kishi no Kan,5.97,"Action, Mecha, Sci-Fi",Movie,1,"Jul 20, 1999",Unknown,Tezuka Productions,Unknown,Unknown,Unknown,11 min.,G - All Ages,8312.0,11314,695,0,26,277,65
Tanken Driland: 1000-nen no Mahou,6.03,"Adventure, Fantasy",TV,51,"Apr 6, 2013 to Mar 29, 2014",Spring 2013,"TV Tokyo, GREE",Unknown,Toei Animation,Unknown,24 min. per ep.,PG - Children,8130.0,10248,1100,2,100,196,127
Freezing Vibration,6.82,"Action, Military, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",TV,12,"Oct 4, 2013 to Dec 20, 2013",Fall 2013,"Media Factory, Eswood",Funimation,A.C.G.T.,Manga,23 min. per ep.,R+ - Mild Nudity,4340.0,1068,138170,208,5624,103200,4972
Forza! Hidemaru,6.51,Sports,TV,26,"Apr 6, 2002 to Sep 28, 2002",Spring 2002,Nihon Ad Systems,Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,13961.0,13451,303,3,17,108,60
Dalam-iwa Goseumdochi,6.51,"Military, Historical",TV,32,"1977 to Jun 6, 2012",Unknown,SEK Studios,Unknown,Unknown,Unknown,20 min. per ep.,R - 17+ (violence & profanity),13747.0,12383,450,3,63,33,95
Rozen Maiden (2013),7.35,"Action, Comedy, Drama, Magic, Seinen",TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,TBS,Sentai Filmworks,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2127.0,1861,66365,222,3320,37540,3370
Hakkenden: Touhou Hakken Ibun 2nd Season,7.66,"Action, Demons, Supernatural, Fantasy, Shoujo",TV,13,"Jul 7, 2013 to Sep 29, 2013",Summer 2013,"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Sentai Filmworks,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1125.0,2163,53592,217,2272,36232,1012
Tiger Mask (Movie),6.13,"Sports, Shounen",Movie,1,"Mar 17, 1970",Unknown,Unknown,Unknown,Unknown,Manga,47 min.,PG-13 - Teens 13 or older,7644.0,11293,703,1,23,276,81
Tiger Mask Fuku Men League Sen,6.12,"Sports, Shounen",Movie,1,"Jul 19, 1970",Unknown,Unknown,Unknown,Toei Animation,Manga,53 min.,PG-13 - Teens 13 or older,7742.0,11304,705,1,19,272,83
Nourin,6.82,"Comedy, Parody, Romance, Ecchi, School",TV,12,"Jan 11, 2014 to Mar 29, 2014",Winter 2014,Frontier Works,Funimation,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4335.0,1003,148476,223,9449,80606,7897
Inazuma Eleven Go: Galaxy,6.65,"Shounen, Sports, Super Power",TV,43,"May 8, 2013 to Mar 19, 2014",Spring 2013,Unknown,Unknown,OLM,Game,23 min. per ep.,G - All Ages,5135.0,2898,31602,107,1334,23924,1446
Recorder to Randoseru Mi☆,6.67,"Comedy, School, Seinen, Slice of Life",TV,12,"Jul 8, 2013 to Sep 23, 2013",Summer 2013,Takeshobo,Unknown,Seven,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,5055.0,3760,18673,4,597,14228,377
Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,5.58,"Comedy, Parody",Movie,1,"Jun 22, 2013",Unknown,Unknown,Unknown,DLE,Unknown,52 min.,PG-13 - Teens 13 or older,9465.0,11023,784,0,26,253,56
Magi: The Kingdom of Magic,8.28,"Action, Adventure, Magic, Fantasy, Shounen",TV,25,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,Manga,25 min. per ep.,PG-13 - Teens 13 or older,244.0,160,639860,7471,29295,463350,11013
Servant x Service,7.68,"Comedy, Seinen, Slice of Life",TV,13,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,"Aniplex, Half H.P Studio, Asahi Broadcasting",Aniplex of America,A-1 Pictures,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,1070.0,872,170993,618,9241,97307,5592
Teekyuu 2,6.75,"Comedy, School, Shounen, Sports",TV,12,"Jul 7, 2013 to Sep 22, 2013",Summer 2013,"DAX Production, Earth Star Entertainment",Unknown,MAPPA,Manga,2 min. per ep.,PG-13 - Teens 13 or older,4668.0,3195,26367,23,703,20877,351
Ikeike! Momon-chan,5.45,Comedy,TV,15,"Nov 28, 2012 to Mar 28, 2013",Fall 2012,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,9811.0,11333,692,0,36,439,73
Train Heroes,6.51,Kids,TV,26,"Apr 2, 2013 to Sep 26, 2013",Spring 2013,TV Tokyo,Unknown,Unknown,Unknown,24 min. per ep.,G - All Ages,12606.0,13191,333,1,21,62,99
Tonari no Seki-kun,7.58,"Comedy, School, Seinen",TV,21,"Jan 6, 2014 to May 26, 2014",Winter 2014,"Starchild Records, Media Factory",Sentai Filmworks,Shin-Ei Animation,Manga,7 min. per ep.,G - All Ages,1327.0,855,175478,546,12791,103802,7121
Kyoukai no Kanata,7.78,"Slice of Life, Supernatural, Fantasy",TV,12,"Oct 3, 2013 to Dec 19, 2013",Fall 2013,"Lantis, Pony Canyon, TBS",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,870.0,99,848484,10726,45371,531679,25104
Line Town,6.51,"Comedy, Kids",TV,50,"Apr 3, 2013 to Mar 26, 2014",Spring 2013,Shogakukan Music & Digital Entertainment,Unknown,Unknown,Other,24 min. per ep.,PG-13 - Teens 13 or older,15302.0,11450,659,5,64,141,103
Yowamushi Pedal,8.0,"Comedy, Sports, Drama, Shounen",TV,38,"Oct 8, 2013 to Jul 1, 2014",Fall 2013,"TOHO animation, Akita Shoten",Discotek Media,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,548.0,825,181339,2180,13609,112580,7970
Boku wa Ou-sama (TV),6.51,Kids,TV,12,"Apr 6, 2013 to Jun 22, 2013",Spring 2013,Unknown,Unknown,Graphinica,Picture book,24 min. per ep.,PG - Children,13479.0,13567,292,0,16,79,64
Little Busters!: Refrain,8.23,"Slice of Life, Comedy, Supernatural, Drama, Romance, School",TV,13,"Oct 5, 2013 to Dec 28, 2013",Fall 2013,"Warner Bros. Japan, Showgate",Sentai Filmworks,J.C.Staff,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,281.0,1111,133750,1927,5004,82179,2766
World Fool News (TV),5.96,"Slice of Life, Comedy",TV,12,"Apr 17, 2014 to Jul 3, 2014",Spring 2014,CoMix Wave Films,Unknown,Unknown,Unknown,10 min. per ep.,G - All Ages,8380.0,8956,1915,5,115,905,296
Bakujuu Gasshin Ziguru Hazeru,6.51,"Action, Mecha",TV,6,"Apr 6, 2013 to Dec, 2013",Spring 2013,Unknown,Unknown,Production Reed,Other,2 min. per ep.,PG - Children,13385.0,12443,440,1,42,88,98
Gatchaman Crowds,7.33,"Sci-Fi, Adventure",TV,12,"Jul 13, 2013 to Sep 28, 2013",Summer 2013,"VAP, DAX Production, Nippon Television Network",Sentai Filmworks,Tatsunoko Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,2198.0,911,163259,1237,8864,77447,10255
Himitsukessha Taka no Tsume MAX,6.51,"Comedy, Parody, Super Power",TV,38,"Apr 5, 2013 to Feb 21, 2014",Spring 2013,Unknown,Unknown,DLE,Unknown,5 min. per ep.,PG-13 - Teens 13 or older,14424.0,12817,376,0,21,115,81
White Album 2,7.71,"Drama, Music, Romance, Slice of Life",TV,13,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,Starchild Records,Unknown,Satelight,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,1014.0,774,191370,2996,8302,106075,5161
IS: Infinite Stratos 2,6.55,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",TV,12,"Oct 4, 2013 to Dec 20, 2013",Fall 2013,"Lantis, TBS, Sony Music Communications, Overlap",Sentai Filmworks,8bit,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5623.0,460,303912,507,10530,242867,9825
Cheorin Samchongsa,6.51,"Action, Mecha, Sci-Fi, Space, Shounen",Movie,1,"Dec 17, 1983",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,PG-13 - Teens 13 or older,13594.0,13833,272,0,12,103,50
Heungnyong Wang gwa Bihodongja,6.51,"Action, Adventure, Martial Arts, Shounen",Movie,1,1982,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,PG - Children,14387.0,13671,283,2,11,145,28
Strike the Blood,7.14,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School",TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Movic, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate","Discotek Media, Crunchyroll","SILVER LINK., Connect",Light novel,24 min. per ep.,R+ - Mild Nudity,3017.0,238,499734,2188,32994,321823,28269
Kakumeiki Valvrave 2nd Season,7.3,"Action, Space, Mecha",TV,12,"Oct 10, 2013 to Dec 27, 2013",Fall 2013,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Aniplex of America,Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),2358.0,1641,81652,223,2955,62074,1810
15 Sonyeon Uju Pyoryugi,6.51,"Action, Sci-Fi, Shounen, Space",Movie,1,1980,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,PG-13 - Teens 13 or older,13175.0,12472,435,3,18,153,71
Eunhajeonseol Tera,6.51,"Action, Adventure, Sci-Fi, Shounen, Space",Movie,1,"Jan 3, 1983",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 15 min.,Unknown,13937.0,14130,253,0,15,80,48
Hopiwa Chadolbawi,6.51,"Action, Adventure, Historical, Shounen",Movie,1,"Aug 15, 1967",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 15 min.,PG - Children,14488.0,14313,234,0,9,87,57
Dokkaebi Gamtu,6.51,"Action, Adventure, Demons, Fantasy, Shounen",Movie,1,"Jul 28, 1979",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,PG - Children,13828.0,14651,214,0,9,71,51
Gancheopjamneun Ttorijanggun,6.51,"Action, Drama, Sci-Fi, Shounen",Movie,1,"Aug 1, 1979",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 15 min.,Unknown,14084.0,14894,200,0,11,65,43
Dokgotak Dasi Chajeun Maundeu,6.51,"Shounen, Sports",Movie,1,"Aug 13, 1985",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,G - All Ages,13811.0,14848,202,1,10,68,53
Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,6.51,"Comedy, Fantasy, Kids",Movie,1,"Jul 6, 2013",Unknown,Unknown,Unknown,Unknown,Unknown,21 min.,PG - Children,12176.0,14508,222,0,9,78,54
Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,6.51,"Comedy, Fantasy, Kids",Movie,1,"Jul 6, 2013",Unknown,Unknown,Unknown,TMS Entertainment,Unknown,47 min.,PG - Children,12192.0,14510,222,0,10,80,53
Mazinger ZIP!,5.62,"Comedy, Mecha",TV,237,"Apr 8, 2013 to Mar 28, 2014",Spring 2013,"Nippon Television Network, Oddjob",Unknown,Kate Arrow,Unknown,1 min. per ep.,G - All Ages,9365.0,11112,753,0,26,273,100
Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,6.51,"Comedy, Sports",Movie,1,"May 3, 1980",Unknown,Unknown,Unknown,Tokyo Movie Shinsha,4-koma manga,1 hr. 35 min.,PG-13 - Teens 13 or older,14075.0,14258,240,0,11,88,54
Mini Van,6.9,"Game, Slice of Life, Comedy, Parody",TV,37,"Apr 6, 2013 to Dec 28, 2013",Spring 2013,Unknown,Unknown,DLE,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,4041.0,9352,1645,3,77,853,112
Gingitsune,7.18,"Seinen, Slice of Life, Supernatural",TV,12,"Oct 7, 2013 to Dec 23, 2013",Fall 2013,"TV Tokyo, Lantis, MediaNet, Pony Canyon, Movic, AT-X, KlockWorx, Glovision, Shueisha",Sentai Filmworks,Diomedéa,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2847.0,2274,49508,90,2676,25995,3117
Lupin III vs. Detective Conan: The Movie,7.91,"Action, Comedy, Mystery, Shounen",Movie,1,"Dec 7, 2013",Unknown,Unknown,Discotek Media,TMS Entertainment,Unknown,1 hr. 48 min.,G - All Ages,669.0,3406,23061,41,381,17370,190
Spheres,6.51,"Action, Fantasy, Super Power",TV,26,"Feb 27, 2003 to Aug 21, 2003",Winter 2003,Studio Kaab,Unknown,Unknown,Unknown,30 min. per ep.,PG - Children,12225.0,12149,495,1,36,113,49
Hanasaka Jijii,5.05,"Comedy, Drama",Movie,1,"Aug 26, 1917",Unknown,Unknown,Unknown,Unknown,Other,6 min.,G - All Ages,10544.0,10964,798,0,25,553,61
Genshiken Nidaime,7.46,"Slice of Life, Comedy, Parody",TV,13,"Jul 7, 2013 to Sep 29, 2013",Summer 2013,Starchild Records,"NIS America, Inc.",Production I.G,Manga,24 min. per ep.,R - 17+ (violence & profanity),1709.0,2408,44413,113,2123,25537,1477
Odoriko Clinoppe,6.51,"Comedy, Slice of Life",TV,26,"May 9, 2013 to Nov 28, 2013",Spring 2013,GREE,Unknown,Unknown,Unknown,2 min. per ep.,G - All Ages,11281.0,14615,217,0,20,44,55
Xi Yang Yang Yu Hui Tai Lang: Zhi Tu Nian Ding Gua Gua,6.51,"Adventure, Comedy, Kids",Movie,1,"Jan 21, 2011",Unknown,"Creative Power Entertaining, Alpha Group Co. Ltd.",Unknown,Unknown,Unknown,1 hr. 27 min.,G - All Ages,12887.0,13754,277,0,9,134,58
Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long Nian,6.51,"Adventure, Comedy, Kids",Movie,1,"Jan 12, 2012",Unknown,"Creative Power Entertaining, Alpha Group Co. Ltd.",Unknown,Unknown,Unknown,1 hr. 27 min.,G - All Ages,12889.0,13786,275,0,9,127,60
Kitakubu Katsudou Kiroku,6.78,"Comedy, School, Slice of Life",TV,12,"Jul 5, 2013 to Oct 11, 2013",Summer 2013,"VAP, Nippon Television Network","NIS America, Inc.",Nomad,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4532.0,2456,42819,109,2939,16915,4837
